Customer_ID,OrderCount,FirstPurchase,LastPurchase,TotalRevenue,AvgTransactionValue,TotalTransactions,CustomerSegment,CustomerType,CustomerLifetime_Days,Recency_Days,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
12536,3,2011-10-11,2011-10-27,12601.830000000002,48.282873563218395,261,Occasional Buyer (3-5 orders),Repeat Buyer,15,42,4,3,5,435,Loyal Customers
12537,1,2010-10-27,2010-10-27,732.94,17.04511627906977,43,One-Time Buyer,One-Time Buyer,0,408,2,1,3,213,Lost
12538,2,2010-11-26,2011-11-10,640.45,18.836764705882356,34,Two-Time Buyer,Repeat Buyer,349,28,4,2,3,423,Potential Loyalists
12539,7,2009-12-23,2011-11-17,11214.75,22.251488095238095,504,Regular Buyer (6-10 orders),Repeat Buyer,694,21,4,4,5,445,Champions
12540,33,2009-12-07,2011-11-20,22254.49,28.864448767833984,771,Loyal Customer (10+ orders),Repeat Buyer,712,19,4,5,5,455,Champions
12541,3,2011-03-04,2011-11-10,981.18,18.868846153846153,52,Occasional Buyer (3-5 orders),Repeat Buyer,251,29,4,3,3,433,Loyal Customers
12542,2,2010-03-09,2010-08-12,481.88,12.355897435897436,39,Two-Time Buyer,Repeat Buyer,156,483,1,2,2,122,Lost
12543,1,2010-09-17,2010-09-17,980.25,22.796511627906977,43,One-Time Buyer,One-Time Buyer,0,447,1,1,3,113,Lost
12544,1,2011-11-03,2011-11-03,372.7,19.61578947368421,19,One-Time Buyer,One-Time Buyer,0,35,4,1,2,412,Potential Loyalists
12545,2,2011-03-25,2011-09-25,1000.39,20.0078,50,Two-Time Buyer,Repeat Buyer,184,74,3,2,3,323,At Risk
12546,2,2011-09-23,2011-10-24,1161.5,16.833333333333332,69,Two-Time Buyer,Repeat Buyer,31,46,4,2,3,423,Potential Loyalists
12547,3,2010-07-27,2011-05-26,383.58,18.265714285714285,21,Occasional Buyer (3-5 orders),Repeat Buyer,302,197,2,3,2,232,Lost
12548,1,2011-06-26,2011-06-26,95.19999999999999,19.04,5,One-Time Buyer,One-Time Buyer,0,165,3,1,1,311,At Risk
12549,6,2010-01-11,2010-05-13,1575.68,32.15673469387755,49,Regular Buyer (6-10 orders),Repeat Buyer,121,575,1,4,4,144,Champions
12550,1,2011-09-21,2011-09-21,964.83,16.92684210526316,57,One-Time Buyer,One-Time Buyer,0,78,3,1,3,313,At Risk
12551,1,2010-12-17,2010-12-17,168.0,16.8,10,One-Time Buyer,One-Time Buyer,0,357,2,1,1,211,Lost
12552,2,2011-10-31,2011-11-01,437.82,21.891,20,Two-Time Buyer,Repeat Buyer,0,38,4,2,2,422,Potential Loyalists
12553,12,2010-10-12,2011-12-01,4608.75,19.36449579831933,238,Loyal Customer (10+ orders),Repeat Buyer,415,7,5,5,5,555,Champions
12554,1,2010-09-17,2010-09-17,468.5,18.01923076923077,26,One-Time Buyer,One-Time Buyer,0,448,1,1,2,112,Lost
12555,1,2010-01-26,2010-01-26,129.23,129.23,1,One-Time Buyer,One-Time Buyer,0,681,1,1,1,111,Lost
12556,2,2011-07-11,2011-10-20,599.56,5.038319327731092,119,Two-Time Buyer,Repeat Buyer,100,49,4,2,2,422,Potential Loyalists
12557,8,2009-12-17,2011-11-23,18096.14,341.4366037735849,53,Regular Buyer (6-10 orders),Repeat Buyer,706,15,5,4,5,545,Champions
12558,1,2011-12-02,2011-12-02,269.96,24.54181818181818,11,One-Time Buyer,One-Time Buyer,0,7,5,1,1,511,Potential Loyalists
12559,2,2011-01-24,2011-02-02,561.71,26.74809523809524,21,Two-Time Buyer,Repeat Buyer,8,310,2,2,2,222,Lost
12560,3,2011-07-19,2011-12-04,2134.01,20.323904761904764,105,Occasional Buyer (3-5 orders),Repeat Buyer,137,4,5,3,4,534,Loyal Customers
12561,1,2011-02-10,2011-02-10,238.85,14.928125,16,One-Time Buyer,One-Time Buyer,0,302,2,1,1,211,Lost
12562,9,2010-09-30,2011-12-01,4966.92,23.99478260869565,207,Regular Buyer (6-10 orders),Repeat Buyer,427,7,5,5,5,555,Champions
12563,1,2010-10-27,2010-10-27,249.24,19.172307692307694,13,One-Time Buyer,One-Time Buyer,0,408,2,1,1,211,Lost
12564,1,2011-03-23,2011-03-23,456.9,21.757142857142856,21,One-Time Buyer,One-Time Buyer,0,260,2,1,2,212,Lost
12565,1,2011-02-24,2011-02-24,145.92,16.21333333333333,9,One-Time Buyer,One-Time Buyer,0,288,2,1,1,211,Lost
12566,1,2011-09-14,2011-09-14,351.65,18.507894736842104,19,One-Time Buyer,One-Time Buyer,0,85,3,1,2,312,At Risk
12567,15,2010-02-11,2011-11-17,11767.48,21.16453237410072,556,Loyal Customer (10+ orders),Repeat Buyer,644,22,4,5,5,455,Champions
12568,1,2010-03-05,2010-03-05,70.0,14.0,5,One-Time Buyer,One-Time Buyer,0,644,1,1,1,111,Lost
12569,32,2011-04-01,2011-12-07,4124.69,21.939840425531912,188,Loyal Customer (10+ orders),Repeat Buyer,250,1,5,5,5,555,Champions
12570,1,2010-01-26,2010-01-26,77.52,77.52,1,One-Time Buyer,One-Time Buyer,0,681,1,1,1,111,Lost
12571,2,2011-08-10,2011-10-31,519.61,15.28264705882353,34,Two-Time Buyer,Repeat Buyer,81,39,4,2,2,422,Potential Loyalists
12572,2,2011-10-19,2011-12-01,1020.42,17.006999999999998,60,Two-Time Buyer,Repeat Buyer,43,8,5,2,3,523,Potential Loyalists
12573,5,2010-08-31,2011-04-26,717.41,6.028655462184874,119,Occasional Buyer (3-5 orders),Repeat Buyer,237,226,2,4,3,243,Loyal Customers
12574,1,2011-01-28,2011-01-28,218.45,19.85909090909091,11,One-Time Buyer,One-Time Buyer,0,315,2,1,1,211,Lost
12575,2,2010-07-01,2010-09-08,622.8199999999999,16.389999999999997,38,Two-Time Buyer,Repeat Buyer,69,456,1,2,3,123,Lost
12576,8,2010-07-01,2011-11-04,2142.72,15.08957746478873,142,Regular Buyer (6-10 orders),Repeat Buyer,490,35,4,4,4,444,Champions
12577,8,2009-12-03,2011-11-04,1617.1,5.426510067114093,298,Regular Buyer (6-10 orders),Repeat Buyer,700,34,4,4,4,444,Champions
12578,4,2010-09-22,2011-11-18,4642.45,26.99098837209302,172,Occasional Buyer (3-5 orders),Repeat Buyer,422,20,4,3,5,435,Loyal Customers
12579,1,2011-09-22,2011-09-22,440.42,15.18689655172414,29,One-Time Buyer,One-Time Buyer,0,77,3,1,2,312,At Risk
12580,2,2010-05-12,2011-04-07,1052.9,18.153448275862072,58,Two-Time Buyer,Repeat Buyer,329,246,2,2,3,223,Lost
12581,1,2011-10-31,2011-10-31,197.71,13.180666666666667,15,One-Time Buyer,One-Time Buyer,0,39,4,1,1,411,Potential Loyalists
12582,4,2010-05-11,2011-04-15,1980.4,19.22718446601942,103,Occasional Buyer (3-5 orders),Repeat Buyer,338,238,2,3,4,234,Loyal Customers
12583,27,2009-12-06,2011-12-07,13591.58,30.47439461883408,446,Loyal Customer (10+ orders),Repeat Buyer,730,2,5,5,5,555,Champions
12584,9,2011-03-04,2011-12-06,2338.15,24.355729166666666,96,Regular Buyer (6-10 orders),Repeat Buyer,276,3,5,5,4,554,Champions
12585,2,2010-12-23,2011-04-19,2040.1,23.44942528735632,87,Two-Time Buyer,Repeat Buyer,117,233,2,2,4,224,Lost
12586,4,2009-12-16,2011-11-22,2062.67,21.943297872340427,94,Occasional Buyer (3-5 orders),Repeat Buyer,706,16,5,3,4,534,Loyal Customers
12587,1,2011-12-02,2011-12-02,144.0,36.0,4,One-Time Buyer,One-Time Buyer,0,7,5,1,1,511,Potential Loyalists
12588,4,2010-04-21,2011-10-31,958.78,20.84304347826087,46,Occasional Buyer (3-5 orders),Repeat Buyer,558,38,4,3,3,433,Loyal Customers
12589,8,2010-01-19,2011-11-11,4695.66,26.087,180,Regular Buyer (6-10 orders),Repeat Buyer,660,28,4,4,5,445,Champions
12590,2,2011-05-12,2011-05-12,9864.26,145.06264705882353,68,Two-Time Buyer,Repeat Buyer,0,210,2,2,5,225,Lost
12591,3,2010-10-27,2011-01-26,1338.95,19.69044117647059,68,Occasional Buyer (3-5 orders),Repeat Buyer,91,316,2,3,4,234,Loyal Customers
12592,5,2010-07-08,2011-09-08,2582.66,31.88469135802469,81,Occasional Buyer (3-5 orders),Repeat Buyer,427,91,3,4,4,344,Champions
12593,3,2011-05-05,2011-08-23,418.09999999999997,19.909523809523808,21,Occasional Buyer (3-5 orders),Repeat Buyer,110,108,3,3,2,332,At Risk
12594,15,2010-03-03,2011-11-02,5090.110000000001,25.57844221105528,199,Loyal Customer (10+ orders),Repeat Buyer,608,37,4,5,5,455,Champions
12595,1,2010-07-23,2010-07-23,299.02,15.737894736842104,19,One-Time Buyer,One-Time Buyer,0,504,1,1,2,112,Lost
12596,2,2011-04-11,2011-10-19,618.27,22.898888888888887,27,Two-Time Buyer,Repeat Buyer,190,50,4,2,3,423,Potential Loyalists
12597,4,2011-03-16,2011-11-20,3811.22,18.50106796116505,206,Occasional Buyer (3-5 orders),Repeat Buyer,248,18,5,3,5,535,Loyal Customers
12598,11,2010-03-01,2011-11-30,4534.09,22.01014563106796,206,Loyal Customer (10+ orders),Repeat Buyer,639,9,5,5,5,555,Champions
12599,13,2010-05-11,2011-11-10,2296.72,17.268571428571427,133,Loyal Customer (10+ orders),Repeat Buyer,548,28,4,5,4,454,Champions
12600,21,2009-12-07,2011-11-11,4967.42,38.21092307692308,130,Loyal Customer (10+ orders),Repeat Buyer,703,28,4,5,5,455,Champions
12601,6,2010-10-31,2011-06-03,681.26,20.03705882352941,34,Regular Buyer (6-10 orders),Repeat Buyer,214,189,2,4,3,243,Loyal Customers
12602,1,2011-10-12,2011-10-12,153.12,12.76,12,One-Time Buyer,One-Time Buyer,0,58,4,1,1,411,Potential Loyalists
12603,1,2011-11-18,2011-11-18,739.1999999999999,369.59999999999997,2,One-Time Buyer,One-Time Buyer,0,21,4,1,3,413,Potential Loyalists
12604,2,2011-03-23,2011-09-21,254.18,15.88625,16,Two-Time Buyer,Repeat Buyer,182,78,3,2,1,321,At Risk
12605,4,2010-09-07,2010-11-28,1232.95,16.223026315789475,76,Occasional Buyer (3-5 orders),Repeat Buyer,81,375,2,3,4,234,Loyal Customers
12606,1,2010-01-26,2010-01-26,21.0,21.0,1,One-Time Buyer,One-Time Buyer,0,681,1,1,1,111,Lost
12607,1,2011-10-10,2011-10-10,1579.51,15.63871287128713,101,One-Time Buyer,One-Time Buyer,0,59,3,1,4,314,At Risk
12608,1,2010-10-31,2010-10-31,415.79,25.986875,16,One-Time Buyer,One-Time Buyer,0,404,2,1,2,212,Lost
12609,9,2009-12-20,2011-09-22,3435.86,19.633485714285715,175,Regular Buyer (6-10 orders),Repeat Buyer,641,77,3,5,5,355,Champions
12610,5,2011-08-05,2011-11-17,2099.54,19.80698113207547,106,Occasional Buyer (3-5 orders),Repeat Buyer,103,22,4,4,4,444,Champions
12611,1,2011-10-18,2011-10-18,1193.32,18.35876923076923,65,One-Time Buyer,One-Time Buyer,0,51,4,1,3,413,Potential Loyalists
12612,1,2011-09-26,2011-09-26,704.0400000000001,37.054736842105264,19,One-Time Buyer,One-Time Buyer,0,73,3,1,3,313,At Risk
12613,10,2009-12-14,2011-10-13,6817.37,20.91217791411043,326,Regular Buyer (6-10 orders),Repeat Buyer,668,56,4,5,5,455,Champions
12614,1,2011-03-07,2011-03-07,315.6,15.780000000000001,20,One-Time Buyer,One-Time Buyer,0,277,2,1,2,212,Lost
12615,8,2010-03-18,2011-12-07,5740.98,21.262888888888888,270,Regular Buyer (6-10 orders),Repeat Buyer,629,1,5,4,5,545,Champions
12616,3,2010-11-16,2011-09-05,1131.1,20.946296296296296,54,Occasional Buyer (3-5 orders),Repeat Buyer,293,94,3,3,3,333,Loyal Customers
12617,1,2011-11-10,2011-11-10,352.98,8.609268292682927,41,One-Time Buyer,One-Time Buyer,0,28,4,1,2,412,Potential Loyalists
12618,1,2011-11-18,2011-11-18,177.31,16.11909090909091,11,One-Time Buyer,One-Time Buyer,0,21,4,1,1,411,Potential Loyalists
12619,10,2010-05-28,2011-11-23,3781.38,37.8138,100,Regular Buyer (6-10 orders),Repeat Buyer,544,15,5,5,5,555,Champions
12620,3,2011-05-19,2011-11-25,1339.41,14.558804347826088,92,Occasional Buyer (3-5 orders),Repeat Buyer,189,14,5,3,4,534,Loyal Customers
12621,35,2010-02-09,2011-12-08,24311.2,32.15767195767196,756,Loyal Customer (10+ orders),Repeat Buyer,666,1,5,5,5,555,Champions
12622,1,2011-04-21,2011-04-21,180.1,16.37272727272727,11,One-Time Buyer,One-Time Buyer,0,231,2,1,1,211,Lost
12623,7,2010-01-12,2011-03-08,3747.84,21.663815028901734,173,Regular Buyer (6-10 orders),Repeat Buyer,420,275,2,4,5,245,Champions
12624,2,2011-06-15,2011-08-25,641.13,16.87184210526316,38,Two-Time Buyer,Repeat Buyer,71,105,3,2,3,323,At Risk
12625,4,2010-04-22,2011-05-12,5164.88,28.22338797814208,183,Occasional Buyer (3-5 orders),Repeat Buyer,384,211,2,3,5,235,Loyal Customers
12626,9,2011-01-17,2011-11-16,6620.48,22.51863945578231,294,Regular Buyer (6-10 orders),Repeat Buyer,303,22,4,5,5,455,Champions
12627,7,2011-07-22,2011-11-29,4478.53,19.47186956521739,230,Regular Buyer (6-10 orders),Repeat Buyer,129,10,5,4,5,545,Champions
12628,3,2011-10-06,2011-12-05,786.46,19.181951219512197,41,Occasional Buyer (3-5 orders),Repeat Buyer,60,3,5,3,3,533,Loyal Customers
12629,2,2010-10-12,2010-11-19,1558.22,34.62711111111111,45,Two-Time Buyer,Repeat Buyer,37,385,2,2,4,224,Lost
12630,2,2011-10-27,2011-11-30,1270.88,19.8575,64,Two-Time Buyer,Repeat Buyer,34,9,5,2,4,524,Potential Loyalists
12631,6,2010-01-15,2011-10-13,3481.57,19.024972677595628,183,Regular Buyer (6-10 orders),Repeat Buyer,635,56,4,4,5,445,Champions
12632,2,2010-05-24,2010-07-07,804.88,22.99657142857143,35,Two-Time Buyer,Repeat Buyer,44,520,1,2,3,123,Lost
12633,7,2010-07-02,2011-10-12,5678.16,18.556078431372548,306,Regular Buyer (6-10 orders),Repeat Buyer,466,58,4,4,5,445,Champions
12634,2,2010-06-09,2010-06-22,490.0,24.5,20,Two-Time Buyer,Repeat Buyer,12,535,1,2,2,122,Lost
12635,4,2010-09-09,2011-09-11,2930.41,16.37100558659218,179,Occasional Buyer (3-5 orders),Repeat Buyer,367,89,3,3,5,335,Loyal Customers
12636,1,2009-12-01,2009-12-01,141.0,141.0,1,One-Time Buyer,One-Time Buyer,0,738,1,1,1,111,Lost
12637,12,2010-06-14,2011-10-03,8283.81,13.491547231270358,614,Loyal Customer (10+ orders),Repeat Buyer,476,66,3,5,5,355,Champions
12638,2,2010-03-10,2011-11-06,921.49,19.197708333333335,48,Two-Time Buyer,Repeat Buyer,606,32,4,2,3,423,Potential Loyalists
12639,3,2010-03-22,2011-04-15,1312.37,20.50578125,64,Occasional Buyer (3-5 orders),Repeat Buyer,389,238,2,3,4,234,Loyal Customers
12640,3,2011-09-19,2011-11-16,1174.58,22.16188679245283,53,Occasional Buyer (3-5 orders),Repeat Buyer,57,23,4,3,3,433,Loyal Customers
12641,1,2011-08-16,2011-08-16,185.9,18.59,10,One-Time Buyer,One-Time Buyer,0,114,3,1,1,311,At Risk
12642,3,2011-08-24,2011-11-14,1013.26,21.558723404255318,47,Occasional Buyer (3-5 orders),Repeat Buyer,82,24,4,3,3,433,Loyal Customers
12643,12,2010-04-07,2011-08-03,8304.82,162.83960784313726,51,Loyal Customer (10+ orders),Repeat Buyer,482,127,3,5,5,355,Champions
12644,4,2010-01-14,2011-08-02,1918.49,17.283693693693692,111,Occasional Buyer (3-5 orders),Repeat Buyer,564,129,3,3,4,334,Loyal Customers
12645,8,2010-02-09,2011-11-06,3539.3,22.120625,160,Regular Buyer (6-10 orders),Repeat Buyer,635,33,4,4,5,445,Champions
12646,2,2011-10-21,2011-12-05,1346.97,29.932666666666666,45,Two-Time Buyer,Repeat Buyer,44,4,5,2,4,524,Potential Loyalists
12647,36,2010-01-13,2011-11-17,16955.55,32.923398058252424,515,Loyal Customer (10+ orders),Repeat Buyer,672,21,4,5,5,455,Champions
12648,4,2010-01-07,2011-07-08,1112.0,17.107692307692307,65,Occasional Buyer (3-5 orders),Repeat Buyer,546,154,3,3,3,333,Loyal Customers
12649,8,2010-01-12,2011-08-24,2294.65,19.446186440677966,118,Regular Buyer (6-10 orders),Repeat Buyer,588,106,3,4,4,344,Champions
12650,1,2011-12-06,2011-12-06,314.44,15.722,20,One-Time Buyer,One-Time Buyer,0,2,5,1,2,512,Potential Loyalists
12651,4,2010-08-31,2011-01-09,377.75,12.591666666666667,30,Occasional Buyer (3-5 orders),Repeat Buyer,130,334,2,3,2,232,Lost
12652,2,2010-10-01,2011-01-12,1017.03,19.941764705882353,51,Two-Time Buyer,Repeat Buyer,102,330,2,2,3,223,Lost
12653,3,2010-07-01,2011-07-14,4160.83,48.38174418604651,86,Occasional Buyer (3-5 orders),Repeat Buyer,378,148,3,3,5,335,Loyal Customers
12654,5,2011-02-17,2011-11-29,601.98,15.841578947368422,38,Occasional Buyer (3-5 orders),Repeat Buyer,284,10,5,4,2,542,Potential Loyalists
12655,1,2010-10-12,2010-10-12,261.35,16.334375,16,One-Time Buyer,One-Time Buyer,0,423,1,1,1,111,Lost
12656,8,2010-05-26,2011-11-22,6407.83,25.942631578947367,247,Regular Buyer (6-10 orders),Repeat Buyer,545,16,5,4,5,545,Champions
12657,4,2011-09-22,2011-11-28,1643.18,34.961276595744685,47,Occasional Buyer (3-5 orders),Repeat Buyer,67,10,5,3,4,534,Loyal Customers
12658,1,2011-11-21,2011-11-21,686.05,19.056944444444444,36,One-Time Buyer,One-Time Buyer,0,18,5,1,3,513,Potential Loyalists
12659,1,2011-11-10,2011-11-10,91.68,18.336000000000002,5,One-Time Buyer,One-Time Buyer,0,29,4,1,1,411,Potential Loyalists
12660,1,2011-11-28,2011-11-28,245.1,18.853846153846153,13,One-Time Buyer,One-Time Buyer,0,10,5,1,1,511,Potential Loyalists
12661,1,2010-09-29,2010-09-29,162.0,14.727272727272727,11,One-Time Buyer,One-Time Buyer,0,435,1,1,1,111,Lost
12662,20,2010-04-01,2011-12-09,6726.54,17.203427109974424,391,Loyal Customer (10+ orders),Repeat Buyer,617,0,5,5,5,555,Champions
12663,2,2010-02-09,2010-03-25,239.4,23.94,10,Two-Time Buyer,Repeat Buyer,43,624,1,2,1,121,Lost
12664,11,2009-12-13,2011-12-01,6070.04,134.88977777777777,45,Loyal Customer (10+ orders),Repeat Buyer,718,7,5,5,5,555,Champions
12665,3,2010-02-08,2011-01-19,313.6,18.447058823529414,17,Occasional Buyer (3-5 orders),Repeat Buyer,344,324,2,3,2,232,Lost
12666,1,2010-11-10,2010-11-10,1248.42,40.27161290322581,31,One-Time Buyer,One-Time Buyer,0,393,2,1,4,214,Lost
12667,1,2011-10-12,2011-10-12,620.13,18.791818181818183,33,One-Time Buyer,One-Time Buyer,0,57,4,1,3,413,Potential Loyalists
12668,10,2010-01-31,2011-11-28,11383.03,21.236996268656718,536,Regular Buyer (6-10 orders),Repeat Buyer,665,11,5,5,5,555,Champions
12669,3,2011-03-28,2011-07-12,2744.0299999999997,27.168613861386135,101,Occasional Buyer (3-5 orders),Repeat Buyer,105,150,3,3,4,334,Loyal Customers
12670,7,2010-02-11,2011-11-29,3760.29,32.698173913043476,115,Regular Buyer (6-10 orders),Repeat Buyer,656,9,5,4,5,545,Champions
12671,1,2010-04-12,2010-04-12,2622.481,58.27735555555556,45,One-Time Buyer,One-Time Buyer,0,605,1,1,4,114,Lost
12672,2,2010-04-23,2011-01-14,437.05,19.865909090909092,22,Two-Time Buyer,Repeat Buyer,265,329,2,2,2,222,Lost
12673,3,2010-11-03,2011-12-04,1230.02,16.62189189189189,74,Occasional Buyer (3-5 orders),Repeat Buyer,396,4,5,3,4,534,Loyal Customers
12674,4,2011-05-16,2011-11-01,1970.6,23.742168674698792,83,Occasional Buyer (3-5 orders),Repeat Buyer,169,38,4,3,4,434,Loyal Customers
12675,2,2010-05-10,2010-06-04,957.25,8.546875,112,Two-Time Buyer,Repeat Buyer,24,553,1,2,3,123,Lost
12676,11,2010-08-13,2011-11-15,2843.09,26.570934579439253,107,Loyal Customer (10+ orders),Repeat Buyer,458,24,4,5,4,454,Champions
12677,2,2010-02-11,2010-06-02,395.1,18.814285714285717,21,Two-Time Buyer,Repeat Buyer,111,554,1,2,2,122,Lost
12678,21,2010-01-07,2011-10-28,34281.18,91.17335106382978,376,Loyal Customer (10+ orders),Repeat Buyer,658,41,4,5,5,455,Champions
12679,4,2011-03-01,2011-10-12,1113.02,23.187916666666666,48,Occasional Buyer (3-5 orders),Repeat Buyer,225,58,4,3,3,433,Loyal Customers
12680,4,2011-08-18,2011-12-09,880.81,16.619056603773583,53,Occasional Buyer (3-5 orders),Repeat Buyer,112,0,5,3,3,533,Loyal Customers
12681,45,2009-12-13,2011-11-25,29834.76,20.951376404494383,1424,Loyal Customer (10+ orders),Repeat Buyer,711,14,5,5,5,555,Champions
12682,52,2009-12-01,2011-12-06,22950.22,23.20548028311426,989,Loyal Customer (10+ orders),Repeat Buyer,735,3,5,5,5,555,Champions
12683,21,2009-12-13,2011-12-05,11633.7,23.888501026694048,487,Loyal Customer (10+ orders),Repeat Buyer,722,3,5,5,5,555,Champions
12684,7,2011-05-10,2011-12-02,2283.63,21.748857142857144,105,Regular Buyer (6-10 orders),Repeat Buyer,205,7,5,4,4,544,Champions
12685,6,2011-09-07,2011-11-11,2863.08,18.236178343949042,157,Regular Buyer (6-10 orders),Repeat Buyer,65,27,4,4,4,444,Champions
12686,1,2010-12-03,2010-12-03,89.14,12.734285714285715,7,One-Time Buyer,One-Time Buyer,0,371,2,1,1,211,Lost
12687,2,2010-08-16,2010-08-16,2138.91,16.97547619047619,126,Two-Time Buyer,Repeat Buyer,0,480,1,2,4,124,Lost
12688,1,2011-08-18,2011-08-18,4873.8099999999995,28.501812865497072,171,One-Time Buyer,One-Time Buyer,0,113,3,1,5,315,At Risk
12689,2,2011-08-04,2011-11-14,1247.61,17.327916666666667,72,Two-Time Buyer,Repeat Buyer,101,25,4,2,4,424,Potential Loyalists
12690,1,2011-05-18,2011-05-18,389.01,24.313125,16,One-Time Buyer,One-Time Buyer,0,205,2,1,2,212,Lost
12691,7,2010-10-15,2011-11-11,1170.4,30.010256410256414,39,Regular Buyer (6-10 orders),Repeat Buyer,392,27,4,4,3,443,Loyal Customers
12692,1,2010-03-12,2010-03-12,110.95,8.534615384615385,13,One-Time Buyer,One-Time Buyer,0,636,1,1,1,111,Lost
12693,7,2010-07-05,2011-08-04,1703.02,21.557215189873418,79,Regular Buyer (6-10 orders),Repeat Buyer,395,126,3,4,4,344,Champions
12694,3,2010-10-14,2011-09-30,1843.35,22.209036144578313,83,Occasional Buyer (3-5 orders),Repeat Buyer,350,69,3,3,4,334,Loyal Customers
12695,7,2010-02-12,2011-12-02,1407.1200000000001,23.84949152542373,59,Regular Buyer (6-10 orders),Repeat Buyer,658,6,5,4,4,544,Champions
12696,2,2010-07-19,2010-10-01,851.91,17.38591836734694,49,Two-Time Buyer,Repeat Buyer,74,434,1,2,3,123,Lost
12697,3,2011-06-23,2011-11-11,957.59,23.355853658536585,41,Occasional Buyer (3-5 orders),Repeat Buyer,140,28,4,3,3,433,Loyal Customers
12698,1,2010-04-28,2010-04-28,339.75,21.234375,16,One-Time Buyer,One-Time Buyer,0,589,1,1,2,112,Lost
12699,1,2010-10-18,2010-10-18,638.11,15.563658536585367,41,One-Time Buyer,One-Time Buyer,0,417,1,1,3,113,Lost
12700,4,2011-05-08,2011-12-02,4939.99,18.432798507462685,268,Occasional Buyer (3-5 orders),Repeat Buyer,207,7,5,3,5,535,Loyal Customers
12701,6,2010-03-16,2011-09-21,2446.41,16.642244897959184,147,Regular Buyer (6-10 orders),Repeat Buyer,553,79,3,4,4,344,Champions
12702,1,2011-11-20,2011-11-20,219.0,18.25,12,One-Time Buyer,One-Time Buyer,0,19,4,1,1,411,Potential Loyalists
12703,4,2010-01-24,2011-09-29,1006.53,13.601756756756757,74,Occasional Buyer (3-5 orders),Repeat Buyer,613,70,3,3,3,333,Loyal Customers
12704,8,2011-06-23,2011-12-02,2340.84,26.600454545454546,88,Regular Buyer (6-10 orders),Repeat Buyer,162,6,5,4,4,544,Champions
12705,14,2010-06-24,2011-11-24,11762.1,19.636227045075128,599,Loyal Customer (10+ orders),Repeat Buyer,518,14,5,5,5,555,Champions
12707,1,2011-02-21,2011-02-21,603.42,18.285454545454545,33,One-Time Buyer,One-Time Buyer,0,291,2,1,2,212,Lost
12708,18,2009-12-18,2011-11-10,5117.66,17.289391891891892,296,Loyal Customer (10+ orders),Repeat Buyer,691,29,4,5,5,455,Champions
12709,34,2009-12-09,2011-11-24,30291.76,61.819918367346936,490,Loyal Customer (10+ orders),Repeat Buyer,715,14,5,5,5,555,Champions
12710,3,2011-05-22,2011-09-04,1149.02,14.922337662337663,77,Occasional Buyer (3-5 orders),Repeat Buyer,104,96,3,3,3,333,Loyal Customers
12711,2,2010-02-01,2010-04-07,1339.05,22.3175,60,Two-Time Buyer,Repeat Buyer,65,611,1,2,4,124,Lost
12712,21,2009-12-09,2011-11-11,6723.03,26.2618359375,256,Loyal Customer (10+ orders),Repeat Buyer,701,28,4,5,5,455,Champions
12713,1,2011-12-09,2011-12-09,848.55,22.330263157894734,38,One-Time Buyer,One-Time Buyer,0,0,5,1,3,513,Potential Loyalists
12714,12,2009-12-04,2011-11-30,14093.71,20.249583333333334,696,Loyal Customer (10+ orders),Repeat Buyer,726,8,5,5,5,555,Champions
